"player","g","pa","ab","r","h","x2b","x3b","hr","tb","rbi","sb","cs","sh","sf","bb","ibb","hp","so","gdp","avg","slg","obp","team","year"
"Takahashi, Koya",6,5,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0.2,0.2,0.2,"c",2018
"Takahashi, Mikiya",9,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"c",2018
"Tanaka, Kosuke",143,675,572,92,150,19,10,10,219,60,32,13,6,5,75,3,17,118,6,0.262,0.383,0.362,"c",2018
"Toda, Takaya",7,7,7,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.143,0.143,0.143,"c",2018
"Uemoto, Takashi",59,13,11,8,1,0,0,0,1,0,6,2,1,0,1,0,0,4,0,0.091,0.091,0.167,"c",2018
"Yabuta, Kazuki",9,9,7,0,1,0,0,0,1,1,0,0,2,0,0,0,0,3,0,0.143,0.143,0.143,"c",2018
"Abe, Tomohiro",114,295,264,23,67,12,0,8,103,28,5,2,6,1,23,0,1,60,9,0.254,0.39,0.315,"c",2019
"Aduwa, Makoto",19,28,25,2,2,0,0,0,2,1,0,0,3,0,0,0,0,19,0,0.08,0.08,0.08,"c",2019
"Aizawa, Tsubasa",126,447,376,38,104,21,2,12,165,63,2,1,3,0,58,5,10,81,6,0.277,0.439,0.387,"c",2019
"Akamatsu, Masato",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c",2019
"Batista, Xavier",103,423,372,54,100,11,1,26,191,64,0,0,0,3,45,2,3,108,6,0.269,0.513,0.35,"c",2019
"Chono, Hisayoshi",72,197,180,13,45,7,1,5,69,20,0,2,0,1,15,2,1,40,11,0.25,0.383,0.31,"c",2019
"Dobayashi, Shota",28,38,34,1,7,0,1,0,9,2,0,0,2,0,2,0,0,9,0,0.206,0.265,0.25,"c",2019
"Endo, Atsushi",34,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"c",2019
"Franzua, Geronimo",67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c",2019
"Fujii, Koya",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c",2019
"Hellweg, Johnny",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c",2019
"Horie, Atsuya",11,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,"c",2019
"Ichioka, Ryuji",33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c",2019
"Imamura, Takeru",27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c",2019
"Ishihara, Yoshiyuki",31,67,56,3,11,2,0,1,16,5,0,0,5,1,5,0,0,18,1,0.196,0.286,0.258,"c",2019
"Isomura, Yoshitaka",65,117,108,10,30,9,0,4,51,21,0,1,3,1,5,0,0,24,3,0.278,0.472,0.307,"c",2019
"Iwamoto, Takahiro",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"c",2019
"Johnson, Kris",27,48,44,1,5,0,0,0,5,3,0,0,2,0,2,0,0,15,5,0.114,0.114,0.152,"c",2019
"Kemna, Makoto",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c",2019
"Kikuchi, Ryosuke",138,619,547,77,143,36,2,13,222,48,14,5,28,2,41,0,1,102,5,0.261,0.406,0.313,"c",2019
"Kikuchi, Yasunori",58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c",2019
"Kokubo, Tetsuya",51,125,114,5,28,3,0,1,34,5,0,0,1,0,10,2,0,19,3,0.246,0.298,0.306,"c",2019
"Kozono, Kaito",58,197,188,17,40,9,0,4,61,16,1,0,2,0,6,1,1,42,1,0.213,0.324,0.241,"c",2019
"Kuri, Aren",27,41,36,1,1,0,0,0,1,0,0,0,4,0,1,0,0,23,0,0.028,0.028,0.054,"c",2019
"Lawrence, Casey",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"c",2019
"Matsuyama, Ryuhei",110,327,294,21,76,14,1,6,110,49,0,0,0,2,29,1,2,42,7,0.259,0.374,0.327,"c",2019
"Mejia, Alejandro",56,173,162,13,42,6,0,7,69,17,0,0,0,0,11,3,0,46,2,0.259,0.426,0.306,"c",2019
"Miyoshi, Takumi",43,92,77,9,14,1,0,2,21,7,1,0,6,0,9,2,0,28,1,0.182,0.273,0.267,"c",2019
"Montilla, Emailin",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"c",2019
"Nagakawa, Katsuhiro",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c",2019
"Nakamura, Kyohei",43,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c",2019
"Nakamura, Yuta",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c",2019
"Nakata, Ren",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c",2019
"Nakazaki, Shota",36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c",2019
"Nishikawa, Ryoma",138,585,535,70,159,23,3,16,236,64,6,7,11,5,32,4,2,81,9,0.297,0.441,0.336,"c",2019
"Noma, Takayoshi",123,353,314,52,78,10,5,2,104,16,14,2,6,1,27,3,5,56,5,0.248,0.331,0.317,"c",2019
"Nomura, Yusuke",18,32,24,0,1,1,0,0,2,1,0,0,7,0,1,0,0,10,0,0.042,0.083,0.08,"c",2019
"Okada, Akitake",3,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,"c",2019
"Osera, Daichi",26,60,47,3,6,1,0,0,7,0,0,0,7,0,6,0,0,31,0,0.128,0.149,0.226,"c",2019
"Regnault, Kyle",52,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"c",2019
"Sakakura, Shogo",51,64,61,4,14,4,0,1,21,7,0,0,0,0,3,0,0,19,0,0.23,0.344,0.266,"c",2019
"Santana, Juan",13,34,33,1,6,0,0,0,6,5,0,0,0,0,1,0,0,5,2,0.182,0.182,0.206,"c",2019
"Shimauchi, Sotaro",25,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"c",2019
"Shimozuru, Ko",2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,"c",2019
"Sone, Kaisei",64,31,25,17,5,0,0,0,5,2,5,2,2,0,3,1,1,10,0,0.2,0.2,0.31,"c",2019
"Suzuki, Seiya",140,612,499,112,167,31,0,28,282,87,25,16,0,3,103,12,7,81,3,0.335,0.565,0.453,"c",2019
"Takahashi, Hiroki",27,48,43,5,12,1,1,1,18,3,0,1,1,0,4,0,0,11,0,0.279,0.419,0.34,"c",2019
"Tanaka, Kosuke",97,355,311,33,60,13,0,3,82,27,8,3,4,6,32,2,2,89,4,0.193,0.264,0.268,"c",2019
"Tokoda, Hiroki",25,49,39,1,5,1,0,0,6,1,0,0,6,0,4,0,0,16,1,0.128,0.154,0.209,"c",2019
"Uemoto, Takashi",31,22,21,5,3,0,0,0,3,0,0,1,1,0,0,0,0,5,1,0.143,0.143,0.143,"c",2019
"Yabuta, Kazuki",4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"c",2019
"Yamaguchi, Sho",9,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,"c",2019
"Yasaki, Takuya",5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"c",2019
"Abe, Tomohiro",26,44,38,6,7,3,0,0,10,2,0,1,2,0,4,0,0,17,1,0.184,0.263,0.262,"c",2020
"Aizawa, Tsubasa",79,263,229,25,61,13,0,7,95,36,2,0,1,0,22,2,11,51,8,0.266,0.415,0.359,"c",2020
"Chono, Hisayoshi",95,299,267,30,76,17,1,10,125,42,1,0,0,2,29,0,1,61,5,0.285,0.468,0.355,"c",2020
"Dohbayashi, Shota",111,451,401,55,112,21,0,14,175,58,17,4,3,2,41,2,4,91,12,0.279,0.436,0.35,"c",2020
"Endoh, Atsushi",19,36,32,1,6,0,0,0,6,2,0,0,3,0,1,0,0,12,1,0.188,0.188,0.212,"c",2020
"Franzua, Geronimo",53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c",2020
"Fujii, Reira",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c",2020
"Hatsuki, Ryutaro",17,40,33,3,6,1,1,0,9,4,0,2,5,0,2,0,0,7,0,0.182,0.273,0.229,"c",2020
"Hayashi, Kouta",4,8,8,1,1,1,0,0,2,0,0,0,0,0,0,0,0,5,1,0.125,0.25,0.125,"c",2020
"Horie, Atsuya",52,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"c",2020
"Ichioka, Ryuji",19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c",2020
"Imamura, Takeru",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c",2020
"Ishihara, Yoshiyuki",4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"c",2020
"Isomura, Yoshitaka",31,55,48,4,10,3,0,1,16,1,0,0,3,0,4,0,0,8,2,0.208,0.333,0.269,"c",2020
"Johnson, DJ",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c",2020
"Johnson, Kris",10,15,14,0,1,0,0,0,1,0,0,0,1,0,0,0,0,7,0,0.071,0.071,0.071,"c",2020
"Kemna, Makoto",41,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0.333,"c",2020
"Kikuchi, Ryosuke",106,429,376,43,102,19,4,10,159,41,3,2,16,1,35,2,1,68,9,0.271,0.423,0.334,"c",2020
"Kikuchi, Yasunori",44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c",2020
"Kokubo, Tetsuya",3,3,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.333,0.333,0.333,"c",2020
"Kozono, Kaito",3,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"c",2020
"Kuri, Aren",20,42,33,0,2,0,0,0,2,1,0,0,8,0,1,0,0,24,0,0.061,0.061,0.088,"c",2020
"Kuwahara, Tatsuki",3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c",2020
"Matsuyama, Ryuhei",108,425,404,38,112,27,1,9,168,67,0,1,0,3,17,4,1,72,11,0.277,0.416,0.306,"c",2020
"Mejia, Alejandro",37,85,80,4,15,2,0,2,23,4,1,0,0,0,5,0,0,21,3,0.188,0.288,0.235,"c",2020
"Miyoshi, Takumi",62,29,24,3,3,0,0,0,3,2,0,0,2,1,2,0,0,5,0,0.125,0.125,0.185,"c",2020
"Montilla, Emailin",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c",2020
